"","fruitID","coll_year","coll_month","coll_day","plant_position","prev_plant_position","orig_plant_position","round","filled_seeds","shriv_seeds","total_seeds","nofert_ovules","abrt_ovules","total_ovules","notes","seed_counter","CHECK_row_sum","CHECK_total_ovules","row_sum_to_total_ratio","ID","plot"
"1","800004","2017","9","13","gr14","NA","gr14","2",8,0,8,6,0,14,
