beeID,year,month,day,AM/PM,plant.genus,plant.species,site,transect,collector,method,date processed,processed by,morpho,digital entry checked by,checked on,notes
1501,2017,6,8,PM,Zizia,aurea,Matter,4,R. Tucker,net,6.12.2017,S. Marconie,,,,
1502,2017,6,8,PM,Zizia,aurea,Matter,4,R. Tucker,net,6.12.2017,S. Marconie,,,,
1503,2017,6,8,PM,Zizia,aurea,Matter,4,R. Tucker,net,6.12.2017,S. Marconie,,,,
1504,2017,6,8,PM,Zizia,aurea,Matter,4,R. Tucker,net,6.12.2017,S. Marconie,,,,
1505,2017,6,8,PM,Zizia,aurea,Matter,4,R. Tucker,net,6.12.2017,S. Marconie,,,,
1506,2017,6,8,PM,Zizia,aurea,Matter,5,R. Tucker,net,6.12.2017,S. Marconie,,,,
1507,2017,6,8,PM,Zizia,aurea,Matter,5,R. Tucker,net,6.12.2017,S. Marconie,,,,
1508,2017,6,8,PM,Zizia,aurea,Matter,5,R. Tucker,net,6.12.2017,S. Marconie,,,,
1509,2017,6,8,PM,Zizia,aurea,Matter,5,R. Tucker,net,6.12.2017,S. Marconie,,,,
1510,2017,6,8,PM,Zizia,aurea,Matter,5,R. Tucker,net,6.12.2017,S. Marconie,,,,
1511,2017,6,8,PM,Zizia,aurea,Matter,6,R. Tucker,net,6.12.2017,S. Marconie,,,,
1512,2017,6,8,PM,Zizia,aurea,Matter,6,R. Tucker,net,6.12.2017,S. Marconie,,,,
1513,2017,6,8,PM,Zizia,aurea,Matter,6,R. Tucker,net,6.12.2017,S. Marconie,,,,
1514,2017,6,8,PM,Zizia,aurea,Matter,6,R. Tucker,net,6.12.2017,S. Marconie,,,,
1515,2017,6,8,PM,Zizia,aurea,Matter,6,R. Tucker,net,6.12.2017,S. Marconie,,,,
1516,2017,6,8,PM,Zizia,aurea,Matter,6,R. Tucker,net,6.12.2017,S. Marconie,,,,
1517,2017,6,8,PM,Zizia,aurea,Matter,6,R. Tucker,net,6.12.2017,S. Marconie,,,,
1518,2017,6,8,PM,Zizia,aurea,Matter,6,R. Tucker,net,6.12.2017,S. Marconie,,,,
1519,2017,6,8,PM,Zizia,aurea,Matter,6,R. Tucker,net,6.12.2017,S. Marconie,,,,
1520,2017,6,8,PM,Zizia,aurea,Matter,6,R. Tucker,net,6.12.2017,S. Marconie,,,,
1521,2017,6,8,PM,Zizia,aurea,Matter,6,R. Tucker,net,6.12.2017,S. Marconie,,,,
1522,2017,6,6,PM,Erigeron,philadelphicus,Ulven,1,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1523,2017,6,6,PM,Erigeron,philadelphicus,Ulven,1,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1524,2017,6,6,PM,Erigeron,philadelphicus,Ulven,1,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1525,2017,6,6,PM,Erigeron,philadelphicus,Ulven,1,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1526,2017,6,6,PM,Erigeron,philadelphicus,Ulven,3,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1527,2017,6,6,PM,Erigeron,philadelphicus,Ulven,3,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1528,2017,6,6,PM,Erigeron,philadelphicus,Ulven,3,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1529,2017,6,6,PM,Erigeron,philadelphicus,Ulven,3,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1530,2017,6,6,PM,Erigeron,philadelphicus,Ulven,3,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1531,2017,6,6,PM,Erigeron,philadelphicus,Ulven,3,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1532,2017,6,6,PM,Erigeron,philadelphicus,Ulven,3,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1533,2017,6,6,PM,Erigeron,philadelphicus,Ulven,3,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1534,2017,6,6,PM,Erigeron,philadelphicus,Ulven,3,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1535,2017,6,6,PM,Erigeron,philadelphicus,Ulven,3,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1536,2017,6,6,PM,Erigeron,philadelphicus,Ulven,3,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1537,2017,6,6,PM,Erigeron,philadelphicus,Ulven,3,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1538,2017,6,6,PM,Erigeron,philadelphicus,Ulven,3,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1539,2017,6,6,PM,Erigeron,philadelphicus,Ulven,3,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1540,2017,6,6,PM,Erigeron,philadelphicus,Ulven,3,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1541,2017,6,6,PM,Erigeron,philadelphicus,Ulven,3,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1542,2017,6,6,PM,Erigeron,philadelphicus,Ulven,3,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1543,2017,6,6,PM,Erigeron,philadelphicus,Ulven,3,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1544,2017,6,6,PM,Erigeron,philadelphicus,Ulven,3,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1545,2017,6,6,PM,Erigeron,philadelphicus,Ulven,3,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1546,2017,6,6,PM,Erigeron,philadelphicus,Ulven,3,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1547,2017,6,19,AM,Zizia,aurea,Clay County WMA,3,R. Tucker,net,6.21.17,I. Lane,small dark,S. Marconie,7.18.17,
1548,2017,6,6,PM,Erigeron,philadelphicus,Ulven,3,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1549,2017,6,6,PM,Erigeron,philadelphicus,Ulven,3,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1550,2017,6,6,PM,Erigeron,philadelphicus,Ulven,4,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1551,2017,6,6,PM,Erigeron,philadelphicus,Ulven,4,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1552,2017,6,6,PM,Erigeron,philadelphicus,Ulven,4,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1553,2017,6,6,PM,Erigeron,philadelphicus,Ulven,4,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1554,2017,6,6,PM,Erigeron,philadelphicus,Ulven,4,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1555,2017,6,6,PM,Erigeron,philadelphicus,Ulven,4,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1556,2017,6,6,PM,Erigeron,philadelphicus,Ulven,4,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1557,2017,6,6,PM,Erigeron,philadelphicus,Ulven,4,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1558,2017,6,6,PM,Erigeron,philadelphicus,Ulven,4,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1559,2017,6,6,PM,Erigeron,philadelphicus,Ulven,4,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1560,2017,6,6,PM,Erigeron,philadelphicus,Ulven,4,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1561,2017,6,6,PM,Erigeron,philadelphicus,Ulven,4,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1562,2017,6,6,PM,Erigeron,philadelphicus,Ulven,4,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1563,2017,6,6,PM,Erigeron,philadelphicus,Ulven,5,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1564,2017,6,6,PM,Erigeron,philadelphicus,Ulven,5,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1565,2017,6,6,PM,Erigeron,philadelphicus,Ulven,5,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1566,2017,6,6,PM,Erigeron,philadelphicus,Ulven,5,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1567,2017,6,6,PM,Erigeron,philadelphicus,Ulven,5,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1568,2017,6,6,PM,Erigeron,philadelphicus,Ulven,5,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1569,2017,6,6,PM,Erigeron,philadelphicus,Ulven,5,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1570,2017,6,6,PM,Erigeron,philadelphicus,Ulven,5,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1571,2017,6,6,PM,Erigeron,philadelphicus,Ulven,5,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1572,2017,6,6,PM,Erigeron,philadelphicus,Ulven,5,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1573,2017,6,6,PM,Erigeron,philadelphicus,Ulven,5,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1574,2017,6,6,PM,Erigeron,philadelphicus,Ulven,5,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1575,2017,6,6,PM,Erigeron,philadelphicus,Ulven,5,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1576,2017,6,6,PM,Erigeron,philadelphicus,Ulven,5,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1577,2017,6,6,PM,Erigeron,philadelphicus,Ulven,5,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1578,2017,6,6,PM,Erigeron,philadelphicus,Ulven,5,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1579,2017,6,6,PM,Erigeron,philadelphicus,Ulven,6,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1580,2017,6,6,PM,Erigeron,philadelphicus,Ulven,6,C. Herron-Sweet,net,6.12.17,S. Marconie,,,,
1581,2017,6,6,_,_,_,Ulven,,C. Herron-Sweet,blue vane,6.12.17,S. Marconie,,,,
1582,2017,6,6,_,_,_,Heliksen WPA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1583,2017,6,6,_,_,_,Heliksen WPA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1584,2017,6,6,_,_,_,Heliksen WPA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1585,2017,6,6,_,_,_,Heliksen WPA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1586,2017,6,9,AM,Erigeron,philadelphicus,Henningson,1,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1587,2017,6,9,AM,Erigeron,philadelphicus,Henningson,2,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1588,2017,6,9,AM,Erigeron,philadelphicus,Henningson,4,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1589,2017,6,9,AM,Erigeron,philadelphicus,Henningson,4,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1590,2017,6,9,AM,Erigeron,philadelphicus,Henningson,4,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1591,2017,6,9,AM,Erigeron,philadelphicus,Henningson,4,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1592,2017,6,9,AM,Zizia,aurea,Henningson,4,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1593,2017,6,9,AM,Zizia,aurea,Henningson,4,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1594,2017,6,9,AM,Zizia,aurea,Henningson,4,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1595,2017,6,9,AM,Zizia,aurea,Henningson,4,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1596,2017,6,9,AM,Zizia,aurea,Henningson,4,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1597,2017,6,9,AM,Zizia,aurea,Henningson,4,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1598,2017,6,9,AM,Zizia,aurea,Henningson,4,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1599,2017,6,9,AM,Zizia,aurea,Henningson,4,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1600,2017,6,9,AM,Zizia,aurea,Henningson,4,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1601,2017,6,9,AM,Zizia,aurea,Henningson,4,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1602,2017,6,9,AM,Zizia,aurea,Henningson,4,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1603,2017,6,9,AM,Zizia,aurea,Henningson,4,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1604,2017,6,9,AM,Zizia,aurea,Henningson,4,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1605,2017,6,9,AM,Erigeron,philadelphicus,Henningson,5,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1606,2017,6,9,AM,Erigeron,philadelphicus,Henningson,5,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1607,2017,6,9,AM,Erigeron,philadelphicus,Henningson,5,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1608,2017,6,9,AM,Erigeron,philadelphicus,Henningson,5,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1609,2017,6,9,AM,Erigeron,philadelphicus,Henningson,5,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1610,2017,6,9,AM,Erigeron,philadelphicus,Henningson,5,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1611,2017,6,9,AM,Erigeron,philadelphicus,Henningson,5,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1612,2017,6,9,AM,Zizia,aurea,Henningson,6,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1613,2017,6,9,AM,Zizia,aurea,Henningson,6,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1614,2017,6,9,AM,Zizia,aurea,Henningson,6,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1615,2017,6,9,AM,Zizia,aurea,Henningson,6,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1616,2017,6,9,AM,Zizia,aurea,Henningson,6,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1617,2017,6,9,AM,Zizia,aurea,Henningson,6,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1618,2017,6,9,AM,Zizia,aurea,Henningson,6,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1619,2017,6,9,AM,Zizia,aurea,Henningson,6,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1620,2017,6,9,AM,Zizia,aurea,Henningson,6,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1621,2017,6,9,AM,Zizia,aurea,Henningson,6,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1622,2017,6,9,AM,Zizia,aurea,Henningson,6,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1623,2017,6,9,AM,Zizia,aurea,Henningson,6,C. Herron-Sweet,net,6.13.17,M. Gullickson,,,,
1624,2017,6,2,_,_,_,Bluestem SNA,,A. Waananen,bowl,6.13.17,C. Herron-Sweet,,,,
1625,2017,6,2,_,_,_,Bluestem SNA,,A. Waananen,bowl,6.13.17,C. Herron-Sweet,,,,
1626,2017,6,2,_,_,_,Bluestem SNA,,A. Waananen,bowl,6.13.17,C. Herron-Sweet,,,,
1627,2017,6,2,_,_,_,Bluestem SNA,,A. Waananen,bowl,6.13.17,C. Herron-Sweet,,,,
1628,2017,6,2,_,_,_,Bluestem SNA,,A. Waananen,bowl,6.13.17,C. Herron-Sweet,,,,
1629,2017,6,2,_,_,_,Bluestem SNA,,A. Waananen,bowl,6.13.17,C. Herron-Sweet,,,,
1630,2017,6,2,_,_,_,Bluestem SNA,,A. Waananen,bowl,6.13.17,C. Herron-Sweet,,,,
1631,2017,6,2,_,_,_,Bluestem SNA,,A. Waananen,bowl,6.13.17,C. Herron-Sweet,,,,
1632,2017,6,2,_,_,_,Bluestem SNA,,A. Waananen,bowl,6.13.17,C. Herron-Sweet,,,,
1633,2017,6,2,_,_,_,Bluestem SNA,,A. Waananen,bowl,6.13.17,C. Herron-Sweet,,,,
1634,2017,6,2,_,_,_,Bluestem SNA,,A. Waananen,bowl,6.13.17,C. Herron-Sweet,,,,
1635,2017,6,2,_,_,_,Bluestem SNA,,A. Waananen,bowl,6.13.17,C. Herron-Sweet,,,,
1636,2017,6,2,_,_,_,Bluestem SNA,,A. Waananen,bowl,6.13.17,C. Herron-Sweet,,,,
1637,2017,6,2,_,_,_,Bluestem SNA,,A. Waananen,bowl,6.13.17,C. Herron-Sweet,,,,
1638,2017,6,2,_,_,_,Bluestem SNA,,A. Waananen,bowl,6.13.17,C. Herron-Sweet,,,,
1639,2017,6,2,_,_,_,Bluestem SNA,,A. Waananen,bowl,6.13.17,C. Herron-Sweet,,,,
1640,2017,6,2,_,_,_,Bluestem SNA,,A. Waananen,bowl,6.13.17,C. Herron-Sweet,,,,
1641,2017,6,2,_,_,_,Bluestem SNA,,A. Waananen,bowl,6.13.17,C. Herron-Sweet,,,,
1642,2017,6,2,_,_,_,Bluestem SNA,,A. Waananen,bowl,6.13.17,C. Herron-Sweet,,,,
1643,2017,6,2,_,_,_,Bluestem SNA,,A. Waananen,bowl,6.13.17,C. Herron-Sweet,,,,
1644,2017,6,2,_,_,_,Bluestem SNA,,A. Waananen,bowl,6.13.17,C. Herron-Sweet,,,,
1645,2017,6,2,_,_,_,Bluestem SNA,,A. Waananen,bowl,6.13.17,C. Herron-Sweet,,,,
1646,2017,6,2,_,_,_,Bluestem SNA,,A. Waananen,bowl,6.13.17,C. Herron-Sweet,,,,
1647,2017,6,9,_,_,_,Henningson,,C. Herron-Sweet,blue vane,6.13.17,M. Gullickson,,,,
1648,2017,5,25,_,_,_,Woltjer,,I. Lane,bowl,6.13.17,C. Herron-Sweet,,,,
1649,2017,5,25,_,_,_,Woltjer,,I. Lane,bowl,6.13.17,C. Herron-Sweet,,,,
1650,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1651,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1652,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1653,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1654,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1655,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1656,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1657,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1658,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1659,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1660,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1661,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1662,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1663,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1664,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1665,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1666,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1667,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1668,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1669,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1670,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1671,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1672,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1673,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1674,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1675,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1676,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1677,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1678,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1679,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1680,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1681,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1682,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1683,2017,6,1,_,_,_,Rice SNA,,C. Herron-Sweet,bowl,6.13.17,M. Gullickson,,,,
1684,2017,6,9,PM,Zizia,aurea,Silis,1,A. Waananen,net,6.13.17,M. Gullickson,,,,
1685,2017,6,9,PM,Zizia,aurea,Silis,1,A. Waananen,net,6.13.17,M. Gullickson,,,,
1686,2017,6,9,PM,Zizia,aurea,Silis,1,A. Waananen,net,6.13.17,M. Gullickson,,,,
1687,2017,6,9,PM,Zizia,aurea,Silis,1,A. Waananen,net,6.13.17,M. Gullickson,,,,
1688,2017,6,9,PM,Zizia,aurea,Silis,1,A. Waananen,net,6.13.17,M. Gullickson,,,,
1689,2017,6,9,PM,Zizia,aurea,Silis,1,A. Waananen,net,6.13.17,M. Gullickson,,,,
1690,2017,6,9,PM,Zizia,aurea,Silis,1,A. Waananen,net,6.13.17,M. Gullickson,,,,
1691,2017,6,9,PM,Zizia,aurea,Silis,1,A. Waananen,net,6.13.17,M. Gullickson,,,,
1692,2017,6,9,PM,Zizia,aurea,Silis,1,A. Waananen,net,6.13.17,M. Gullickson,,,,
1693,2017,6,9,PM,Zizia,aurea,Silis,1,A. Waananen,net,6.13.17,M. Gullickson,,,,
1694,2017,6,9,PM,Zizia,aurea,Silis,1,A. Waananen,net,6.13.17,M. Gullickson,,,,
1695,2017,6,9,PM,Zizia,aurea,Silis,1,A. Waananen,net,6.13.17,M. Gullickson,,,,
1696,2017,6,9,PM,Zizia,aurea,Silis,1,A. Waananen,net,6.13.17,M. Gullickson,,,,
1697,2017,6,9,PM,Zizia,aurea,Silis,1,A. Waananen,net,6.13.17,M. Gullickson,,,,
1698,2017,6,9,PM,Zizia,aurea,Silis,1,A. Waananen,net,6.13.17,M. Gullickson,,,,
1699,2017,6,9,PM,Zizia,aurea,Silis,1,A. Waananen,net,6.13.17,M. Gullickson,,,,
1700,2017,6,9,PM,Zizia,aurea,Silis,1,A. Waananen,net,6.13.17,M. Gullickson,,,,
1701,2017,6,9,PM,Zizia,aurea,Silis,1,A. Waananen,net,6.13.17,M. Gullickson,,,,
1702,2017,6,9,PM,Zizia,aurea,Silis,1,A. Waananen,net,6.13.17,M. Gullickson,,,,
1703,2017,6,9,PM,Zizia,aurea,Silis,1,A. Waananen,net,6.13.17,M. Gullickson,,,,
1704,2017,6,9,PM,Zizia,aurea,Silis,1,A. Waananen,net,6.13.17,M. Gullickson,,,,
1705,2017,6,9,PM,Zizia,aurea,Silis,1,A. Waananen,net,6.13.17,M. Gullickson,,,,
1706,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1707,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1708,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1709,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1710,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1711,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1712,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1713,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1714,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1715,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1716,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1717,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1718,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1719,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1720,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1721,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1722,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1723,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1724,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1725,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1726,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1727,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1728,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1729,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1730,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1731,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1732,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1733,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1734,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1735,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1736,2017,6,2,_,_,_,Nelson,,C. Herron-Sweet,bowl,6.13.17,I. Lane,,,,
1737,2017,6,9,PM,Zizia,aurea,Silis,3,A. Waananen,net,6.13.17,M. Gullickson,,,,
