pollID,ID,site,observer,date,position,round,plantID,prevplantID,og.plantposition,plot,trmnt,prevtrmnt,flowers,wither_flow,frt_removed,notes
200700,241,braaten,kmf,8/31/2017,2,3,br2,replace,br2,hi,hp,NA,1,0,7,replaced rd2
200701,241,braaten,kmf,9/6/2017,2,4,br2,NA,br2,hi,hp,NA,4,1,1,
200702,242,braaten,adr,8/20/2017,4,2,br4,replace,br4,hi,op,NA,1,3,42,replaced
200703,242,braaten,kmf,8/31/2017,4,3,br4,replace,br4,hi,op,NA,2,2,15,
200704,242,braaten,kmf,9/6/2017,4,4,br4,NA,br4,hi,op,NA,6,6,6,
200705,243,braaten,adr,8/20/2017,9,2,br9,replace,br9,hi,hp,NA,3,1,17,replaced
200706,243,braaten,adr,8/20/2017,13,2,br13,replace,br13,hi,hp,NA,2,0,6,replaced
200707,243,braaten,kmf,8/31/2017,9,3,br9,replace,br9,hi,hp,NA,4,2,17,
200708,243,braaten,kmf,9/6/2017,9,4,br9,NA,br9,hi,hp,NA,5,1,5,
200709,245,grohn,kmf,8/23/2017,12,2,gr12,replace,gr12,hi,nt,NA,0,2,11,
200710,245,grohn,adr,8/30/2017,12,3,gr12,replace,gr12,hi,op,nt,0,0,6,
200711,245,grohn,adr,9/7/2017,12,4,gr12,replace,gr12,hi,op,nt,1,0,0,
200712,246,rudningen,adr,8/19/2017,5,2,ru5,replace,ru5,hi,hp,NA,7,4,15,replaced
200713,246,rudningen,kmf,8/30/2017,5,3,ru5,replace,ru5,hi,hp,NA,2,0,10,
200714,246,rudningen,kmf,9/7/2017,5,4,ru5,replace,ru5,hi,hp,NA,2,2,6,
200715,247,silis,adr,8/23/2017,19,2,si19,replace,si19,low,nt,NA,2,0,4,replaced
200716,248,silis,adr,8/23/2017,24,2,si24,replace,si24,low,hp,NA,0,0,5,replaced
200717,249,silis,adr,8/23/2017,26,2,si26,replace,si26,low,op,NA,0,0,2,replaced
200718,250,silis,adr,8/23/2017,27,2,si27,replace,si27,low,nt,NA,0,0,0,replaced
200719,251,silis,adr,8/23/2017,28,2,si28,replace,si28,low,nt,NA,0,0,7,replaced
200720,252,woltjer,adr,8/22/2017,20,2,wo20,replace,wo20,low,nt,NA,1,1,2,replaced
200721,253,henningson,chs,8/14/2017,1,1,he1,NA,he1,hi,nt,NA,0,3,0,
200722,254,henningson,chs,8/14/2017,2,1,he2,NA,he2,hi,nt,NA,0,0,0,
200723,255,henningson,chs,8/14/2017,3,1,he3,NA,he3,hi,op,NA,2,3,6,
200724,256,henningson,chs,8/14/2017,4,1,he4,NA,he4,hi,nt,NA,0,0,0,
200725,257,henningson,chs,8/14/2017,5,1,he5,NA,he5,hi,op,NA,1,2,14,
200726,258,henningson,chs,8/14/2017,6,1,he6,NA,he6,hi,hp,NA,0,2,4,
200727,259,henningson,chs,8/14/2017,7,1,he7,NA,he7,hi,op,NA,1,2,3,
200728,260,henningson,chs,8/14/2017,8,1,he8,NA,he8,hi,hp,NA,9,28,29,
200729,261,henningson,chs,8/14/2017,9,1,he9,NA,he9,hi,nt,NA,5,2,0,
200730,262,henningson,chs,8/14/2017,10,1,he10,NA,he10,hi,op,NA,4,22,1,
200731,263,henningson,chs,8/14/2017,11,1,he11,NA,he11,hi,op,NA,0,3,6,
200732,264,henningson,chs,8/14/2017,12,1,he12,NA,he12,hi,hp,NA,2,5,1,
200733,265,henningson,chs,8/14/2017,13,1,he13,NA,he13,hi,hp,NA,0,5,4,
200734,266,henningson,chs,8/14/2017,14,1,he14,NA,he14,hi,hp,NA,0,1,4,
200735,267,henningson,chs,8/14/2017,15,1,he15,NA,he15,hi,nt,NA,0,0,0,
200736,268,henningson,chs,8/14/2017,16,1,he16,NA,he16,low,op,NA,8,4,0,
200737,269,henningson,chs,8/14/2017,17,1,he17,NA,he17,low,hp,NA,1,3,1,
200738,270,henningson,chs,8/14/2017,18,1,he18,NA,he18,low,op,NA,4,7,0,
200739,271,henningson,chs,8/14/2017,19,1,he19,NA,he19,low,op,NA,2,9,1,
200740,272,henningson,chs,8/14/2017,20,1,he20,NA,he20,low,nt,NA,0,0,1,
200741,273,henningson,chs,8/14/2017,21,1,he21,NA,he21,low,op,NA,5,6,0,
200742,274,henningson,chs,8/14/2017,22,1,he22,NA,he22,low,nt,NA,1,1,0,
200743,275,henningson,chs,8/14/2017,23,1,he23,NA,he23,low,hp,NA,3,6,0,
200744,276,henningson,chs,8/14/2017,24,1,he24,NA,he24,low,op,NA,2,2,0,
200745,277,henningson,chs,8/14/2017,25,1,he25,NA,he25,low,nt,NA,1,1,0,
200746,278,henningson,chs,8/14/2017,26,1,he26,NA,he26,low,nt,NA,1,1,15,
200747,279,henningson,chs,8/14/2017,27,1,he27,NA,he27,low,hp,NA,3,10,6,
200748,280,henningson,chs,8/14/2017,28,1,he28,NA,he28,low,hp,NA,2,5,4,
200749,281,henningson,chs,8/14/2017,29,1,he29,NA,he29,low,nt,NA,3,0,0,
200750,282,henningson,chs,8/14/2017,30,1,he30,NA,he30,low,hp,NA,2,2,5,
200751,283,nygard,adr//aw,8/14/2017,1,1,ny1,NA,ny1,hi,nt,NA,0,4,1,
200752,284,nygard,adr//aw,8/14/2017,2,1,ny2,NA,ny2,hi,op,NA,0,6,0,
200753,285,nygard,adr//aw,8/14/2017,3,1,ny3,NA,ny3,hi,op,NA,3,7,2,
200754,286,nygard,adr//aw,8/14/2017,4,1,ny4,NA,ny4,hi,hp,NA,1,4,0,
200755,287,nygard,adr//aw,8/14/2017,5,1,ny5,NA,ny5,hi,op,NA,3,4,0,
200756,288,nygard,adr//aw,8/14/2017,6,1,ny6,NA,ny6,hi,hp,NA,7,14,0,
200757,289,nygard,adr//aw,8/14/2017,7,1,ny7,NA,ny7,hi,hp,NA,4,17,10,
200758,290,nygard,adr//aw,8/14/2017,8,1,ny8,NA,ny8,hi,nt,NA,1,2,3,
200759,291,nygard,adr//aw,8/14/2017,9,1,ny9,NA,ny9,hi,nt,NA,0,4,7,
200760,292,nygard,adr//aw,8/14/2017,10,1,ny10,NA,ny10,hi,nt,NA,0,5,5,
200761,293,nygard,adr//aw,8/14/2017,11,1,ny11,NA,ny11,hi,op,NA,3,10,6,
200762,294,nygard,adr//aw,8/14/2017,12,1,ny12,NA,ny12,hi,op,NA,0,11,11,
200763,295,nygard,adr//aw,8/14/2017,13,1,ny13,NA,ny13,hi,hp,NA,5,7,5,
200764,296,nygard,adr//aw,8/14/2017,14,1,ny14,NA,ny14,hi,nt,NA,0,3,8,
200765,297,nygard,adr//aw,8/14/2017,15,1,ny15,NA,ny15,hi,hp,NA,5,14,4,
200766,298,nygard,adr//aw,8/14/2017,16,1,ny16,NA,ny16,low,nt,NA,1,5,11,
200767,299,nygard,adr//aw,8/14/2017,17,1,ny17,NA,ny17,low,nt,NA,0,3,4,
200768,300,nygard,adr//aw,8/14/2017,18,1,ny18,NA,ny18,low,nt,NA,1,0,1,
200769,301,nygard,adr//aw,8/14/2017,19,1,ny19,NA,ny19,low,hp,NA,5,7,10,
200770,302,nygard,adr//aw,8/14/2017,20,1,ny20,NA,ny20,low,op,NA,2,3,7,
200771,303,nygard,adr//aw,8/14/2017,21,1,ny21,NA,ny21,low,nt,NA,0,5,6,
200772,304,nygard,adr//aw,8/14/2017,22,1,ny22,NA,ny22,low,hp,NA,3,8,2,
200773,305,nygard,adr//aw,8/14/2017,23,1,ny23,NA,ny23,low,op,NA,1,3,2,
200774,306,nygard,adr//aw,8/14/2017,24,1,ny24,NA,ny24,low,op,NA,3,12,9,
200775,307,nygard,adr//aw,8/14/2017,25,1,ny25,NA,ny25,low,hp,NA,7,2,5,
200776,308,nygard,adr//aw,8/14/2017,26,1,ny26,NA,ny26,low,nt,NA,1,2,2,
200777,309,nygard,adr//aw,8/14/2017,27,1,ny27,NA,ny27,low,op,NA,2,5,9,
200778,310,nygard,adr//aw,8/14/2017,28,1,ny28,NA,ny28,low,op,NA,3,10,3,
200779,311,nygard,adr//aw,8/14/2017,29,1,ny29,NA,ny29,low,hp,NA,2,4,3,
200780,312,nygard,adr//aw,8/14/2017,30,1,ny30,NA,ny30,low,hp,NA,1,7,12,
